pre_gaze_horizontal,pre_gaze_vertical,measured_head_horizontal,measured_head_vertical
1.299266686238236268e+01,2.332796417654149579e+00,1.129717486338835286e+01,1.299108248367664586e+01
1.091905698882283815e+01,2.275031594377525224e+00,1.125919402228744026e+01,1.293331766040002151e+01
1.090326805417340239e+01,2.587106579786309979e+00,1.121508160300468759e+01,1.291740960494414026e+01
1.108638785432255958e+01,2.931582175508538057e+00,1.113625543086551950e+01,1.292835639025915206e+01
1.103618333773180460e+01,2.946349130522687432e+00,1.108605091427476452e+01,1.294312334527330144e+01
1.098262021758225337e+01,2.954391691972606537e+00,1.103248779412521330e+01,1.295116590672322054e+01
1.161770454015596954e+01,2.459324871806584767e+00,1.096910792248996280e+01,1.295205374496029904e+01
1.078604377003476955e+01,1.220102532207311796e+00,1.092864327172703476e+01,1.293811941676973909e+01
1.072862348374370001e+01,2.004516635472757713e+00,1.087122298543596521e+01,1.285684088279630899e+01
1.069208792784193918e+01,1.182287505501028235e+00,1.083468742953420438e+01,1.276796819400298411e+01
1.113953241140118600e+01,2.640613176188306710e-01,1.078236721035962731e+01,1.267158692117515884e+01
6.848080441802547824e+00,-2.087173690019215044e+00,1.060421134976061630e+01,1.238496951783396050e+01
5.538576978443090049e+00,-1.004235751195392545e+01,1.024915567116127058e+01,1.194608691098808428e+01
3.338858849440954124e+00,-9.844175327111775786e+00,9.588916126088564695e+00,1.076996061368017088e+01
4.907789707320985961e+00,-1.391948042183627265e+01,9.056553818300947967e+00,9.596586074749556161e+00
3.222079777195062000e+00,-1.524402616302582025e+01,8.539124358265388182e+00,8.272040333560008563e+00
5.188275876740800818e+00,-1.896713207623345099e+01,7.821889172821301806e+00,6.152037040458072426e+00
4.412188655851819519e+00,-2.048252880208328719e+01,7.372716197445660313e+00,4.636640314608234448e+00
4.073225575641274077e+00,-2.302647342815911813e+01,6.980779828872209158e+00,3.147804758288069937e+00
3.443538723042145921e+00,-2.425580590406103809e+01,6.525195924446198781e+00,9.561757551909264574e-01
3.185544501745547041e+00,-2.616301038861627859e+01,6.267201703149599901e+00,-3.392347032005367802e-01
2.488704746196378714e+00,-2.622605670617734575e+01,5.956385730090978825e+00,-1.755264877519968181e+00
2.681760964918000756e+00,-2.411105317961081340e+01,5.713238035412775417e+00,-2.450194588378678873e+00
1.971636746405999840e+00,-2.482934068529060312e+01,5.511478678412863985e+00,-2.981792751514741546e+00
1.919217678457067144e+00,-2.350608637361316511e+01,5.324706095749772494e+00,-3.537935322899174118e+00
2.078665324194241659e+00,-2.202694828521380543e+01,5.247343179741666752e+00,-3.802105170287225278e+00
2.033255553734459209e+00,-2.180040975577313134e+01,5.201933409281884302e+00,-4.154899641906004248e+00
1.625961802096168363e+00,-2.395014681555543490e+01,5.206668297075682794e+00,-4.425239818626437227e+00
2.081822620883995612e+00,-2.406006818718075380e+01,5.242092653575593175e+00,-4.681680538695314198e+00
3.589140475198536961e+00,-2.399547950177212030e+01,5.320745321223284030e+00,-5.047912280279059694e+00
3.641982055494862536e+00,-2.398503725814451926e+01,5.373586901519609604e+00,-5.320776050408525748e+00
4.091513695013055063e+00,-2.633839206792597665e+01,5.454163811632388281e+00,-5.794615417355715614e+00
4.320880125249522585e+00,-2.969794527197622003e+01,5.457345033248575561e+00,-6.271523893650344128e+00
3.347201191084799632e+00,-3.282098110008279690e+01,5.396656634652512885e+00,-7.045233485155620201e+00
3.091701388829293240e+00,-3.495170416926809764e+01,5.239183281798559300e+00,-8.285084780262593540e+00
3.379437117355855946e+00,-3.587308043091434939e+01,5.072027859145245010e+00,-9.206461041908847065e+00
-1.280402040679291531e+00,-3.696507581229706574e+01,4.712810283411127621e+00,-1.078853793314772425e+01
-2.287115589896997925e+00,-3.748873599802397649e+01,4.327046280345702378e+00,-1.181319036029299596e+01
-3.779542689798551791e-01,-3.850820417173278543e+01,3.848120301426117607e+00,-1.283265853400180667e+01
-1.573141447546131833e+00,-3.945641465005853377e+01,2.987345478491579609e+00,-1.425764389949962663e+01
-5.268999373911439577e+00,-3.999029084116743604e+01,2.278647039731692470e+00,-1.507460153406259806e+01
