time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
661.0977,228,0.09700797,0.1615585,-0.01596049,0.981954,0.3141895,-0.1956718,0.9289766
661.1399,229,0.09226944,0.157952,-0.01482596,0.9830146,0.3078022,-0.186088,0.9330751
661.1669,230,0.09243549,0.1582161,-0.01487838,0.9829558,0.3082883,-0.186428,0.9328467
661.1951,231,0.08875559,0.1568054,-0.01415039,0.9835316,0.3059343,-0.1790256,0.935069
661.2371,232,0.09223316,0.1611843,-0.01513151,0.9824886,0.3139321,-0.186114,0.9310254
661.2645,233,0.08558167,0.1522464,-0.01323408,0.9845414,0.2975205,-0.1725471,0.9389936
661.307,234,0.02763014,-0.005582707,0.0001543123,0.9996026,-0.01115245,-0.05524005,0.9984108
661.335,235,0.03137853,-0.05127949,0.001611993,0.99819,-0.1022722,-0.06280879,0.9927716
661.3621,236,0.03127538,-0.05145762,0.001612285,0.9981841,-0.1026275,-0.0626031,0.9927479
661.4037,237,0.08479422,-0.09364705,0.008005124,0.9919557,-0.1844299,-0.1697235,0.9680803
661.4322,238,0.06694667,-0.1022905,0.006899925,0.9924753,-0.2021177,-0.1342974,0.9701096
661.4745,239,0.06778028,-0.1020843,0.006972013,0.9924394,-0.2016798,-0.1359591,0.9699693
661.5018,240,0.06765795,-0.1002377,0.006832182,0.992637,-0.1980748,-0.1356893,0.9707496
661.5292,241,0.06760396,-0.1005249,0.006846467,0.9926115,-0.1986386,-0.1355854,0.9706489
661.571,242,0.06890225,-0.1013535,0.007036706,0.9924366,-0.2002041,-0.1381886,0.9699599
661.5991,243,0.07121348,-0.1039996,0.007465931,0.9919965,-0.2052712,-0.14284,0.9682254
661.6274,244,0.07105704,-0.105024,0.007523645,0.9918993,-0.2072773,-0.1425432,0.9678417
661.6686,245,0.07178435,-0.1049953,0.007598954,0.9918494,-0.207188,-0.1439942,0.967646
661.6962,246,0.07162476,-0.1048864,0.007574016,0.9918727,-0.2069829,-0.1436741,0.9677375
661.738,247,0.06996664,-0.1032094,0.007278205,0.9921691,-0.2037838,-0.1403398,0.968905
661.7661,248,0.07000033,-0.1028437,0.007255654,0.9922049,-0.2030683,-0.1404017,0.9690462
661.794,249,0.07225982,-0.1023221,0.00745269,0.9920954,-0.2019496,-0.1449024,0.9686174
661.8358,250,0.1656719,-0.03696953,0.00621513,0.9854681,-0.07080524,-0.3269884,0.9423721
661.8635,251,0.165667,-0.03680942,0.006187985,0.9854751,-0.07049925,-0.3269769,0.942399
661.9052,252,0.164669,-0.03662665,0.006119084,0.9856496,-0.07018684,-0.3250601,0.9430853
661.933,253,0.1645342,-0.03671261,0.006128303,0.9856689,-0.07035631,-0.3248024,0.9431614
661.9611,254,0.1635925,-0.03995319,0.006630889,0.9856964,-0.07659391,-0.323035,0.9432825
662.0037,255,0.1639423,-0.03673981,0.006110178,0.9857666,-0.07043032,-0.3236667,0.9435462
662.0308,256,0.1641837,-0.03680952,0.006131052,0.9857237,-0.0705548,-0.3241309,0.9433776
662.0735,257,0.1685297,-0.03861016,0.006606598,0.984918,-0.07382886,-0.332486,0.940214
662.1049,258,0.1687866,-0.03846194,0.006591528,0.9848799,-0.07353566,-0.3329762,0.9400635
662.1405,259,0.1670992,-0.03719197,0.006307994,0.9852182,-0.07117629,-0.3297276,0.9413892
662.1693,260,0.1643758,-0.04031922,0.006724671,0.9855505,-0.0772625,-0.3245435,0.9427099
662.1976,261,0.1643498,-0.04011686,0.006689779,0.9855633,-0.07687648,-0.3244911,0.9427595
662.2405,262,0.110209,-0.1434039,0.01607155,0.9833774,-0.2784979,-0.2213635,0.9345786
662.2797,263,0.1030498,-0.1479526,0.01550245,0.9834889,-0.2878244,-0.2072839,0.9349815
662.3095,264,0.1013949,-0.151848,0.01566185,0.9830646,-0.2953768,-0.2041118,0.9333225
662.3365,265,0.1012206,-0.1480808,0.01523776,0.9836637,-0.2882387,-0.2036469,0.9356529
662.3687,266,0.1016683,-0.1479182,0.01528869,0.9836412,-0.2878881,-0.2045332,0.9355675
662.4069,267,0.101882,-0.1538162,0.01594692,0.9827036,-0.299062,-0.2051454,0.9319213
