time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
526.3469,122,0.01371823,0.05693619,-0.0007824071,0.9982833,0.1136554,-0.02747846,0.9931402
526.374,123,0.01263833,0.05085399,-0.000643594,0.9986259,0.101552,-0.02530739,0.9945083
526.4166,124,0.01073538,0.05164234,-0.0005551729,0.9986078,0.103129,-0.02149821,0.9944357
526.4442,125,0.01071734,0.05589224,-0.0005999886,0.9983791,0.1115904,-0.02146701,0.9935224
526.4874,126,0.01157047,0.05740846,-0.0006653851,0.9982836,0.1146044,-0.02317763,0.9931408
526.5144,127,0.07564154,0.1265291,-0.009677037,0.9890274,0.2488175,-0.152072,0.9565375
526.5413,128,0.1022002,0.1315596,-0.01363726,0.9859316,0.25663,-0.2051129,0.9444944
526.5839,129,0.1083262,0.1310972,-0.01441273,0.985328,0.2552249,-0.2172527,0.9421579
526.6117,130,0.1034043,0.1244627,-0.01304299,0.9867353,0.2429261,-0.207312,0.9476331
526.6534,131,0.1061334,0.1231797,-0.01325099,0.9866037,0.2402463,-0.2126878,0.947125
526.6824,132,0.1060916,0.122006,-0.01311755,0.9867558,0.237997,-0.2125739,0.9477182
526.7227,133,0.1054229,0.1175774,-0.01255387,0.9873723,0.2295383,-0.2111354,0.9501231
526.7507,134,0.0821199,0.110943,-0.009199072,0.9903855,0.2182418,-0.1647018,0.9618959
526.779,135,0.03857843,0.06237276,-0.002412747,0.9973041,0.1242231,-0.07724983,0.9892427
526.8207,136,0.0384638,0.05769935,-0.002224697,0.9975903,0.1149495,-0.07699896,0.9903827
526.8486,137,0.03854889,0.05544811,-0.002142359,0.9977148,0.1104776,-0.07715918,0.990879
526.8759,138,0.04319352,0.04889107,-0.00211629,0.9978675,0.09739079,-0.08640976,0.991488
526.9188,139,0.04364197,0.04791888,-0.002095685,0.9978952,0.09545312,-0.08730107,0.9915983
526.9459,140,0.04656849,0.04771252,-0.00222686,0.9977725,0.09500508,-0.09314202,0.9911098
526.9877,141,0.04752808,0.04988105,-0.002376404,0.9976208,0.09929886,-0.09506708,0.9905059
527.0162,142,0.04688802,0.05353387,-0.002516486,0.9974614,0.10656,-0.09380743,0.9898713
527.0557,143,0.04539575,0.05429184,-0.002470822,0.9974896,0.1080868,-0.09083188,0.9899833
527.0867,144,0.03785945,0.05942427,-0.002255382,0.9975121,0.1183821,-0.07579856,0.9900708
527.1249,145,0.0423574,0.06207589,-0.002636839,0.9971688,0.1235769,-0.08480231,0.9887049
527.1542,146,0.04342889,0.06759143,-0.002944953,0.9967631,0.1344895,-0.08697474,0.9870906
527.182,147,0.06044422,0.0727644,-0.004418042,0.9955061,0.1443407,-0.1209881,0.9821037
527.2087,148,0.1193459,0.09169343,-0.01107002,0.9885476,0.1786443,-0.2379884,0.9546977
527.2516,149,0.1241747,0.09071262,-0.01140057,0.9880394,0.176424,-0.2474474,0.9527037
527.2814,150,0.1246858,0.09053849,-0.01142608,0.9879907,0.176053,-0.2484458,0.9525124
527.3216,151,0.1251858,0.09019839,-0.01142918,0.9879586,0.175363,-0.2494185,0.9523855
527.349,152,0.1255915,0.09006143,-0.01144927,0.9879193,0.175071,-0.2502108,0.9522314
527.3757,153,0.1217435,0.07764846,-0.009553762,0.9894736,0.151336,-0.2424076,0.9582984
