time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
1178.208,122,0.05340141,0.08848363,0.1081033,-0.009660563,0.990147,0.2123668,-0.1773123,0.9609686,0.2174967,-0.1782548,0,,
1178.238,123,0.4135314,0.07872716,0.1303646,-0.01038493,0.988281,0.2560385,-0.1583168,0.9536142,0.2623065,-0.1589857,0,,
1178.28,124,0.06844184,0.05848732,0.1567219,-0.00929766,0.9858657,0.3079258,-0.1182356,0.944035,0.3152993,-0.1185128,0,,
1178.319,125,0.1089949,0.05583557,0.1623099,-0.009199592,0.9851159,0.3187607,-0.1129954,0.9410758,0.3265902,-0.1132372,0,,
1178.348,126,0.07802303,0.04450196,0.1664607,-0.007520525,0.9850146,0.3272631,-0.09017392,0.9406208,0.3348227,-0.09029657,0,,
1178.376,127,0.04972773,0.04508309,0.1647953,-0.007540569,0.9852681,0.3240552,-0.09132317,0.9416201,0.3314506,-0.09145058,0,,
1178.404,128,0.0307136,0.04354453,0.1604265,-0.007084444,0.9860614,0.3157637,-0.08814823,0.9447345,0.3225622,-0.08826278,0,,
1178.445,129,0.002340016,0.04187836,0.1592249,-0.006760492,0.9863306,0.3135306,-0.0847647,0.9457873,0.3201017,-0.08486653,0,,
1178.474,130,0.0002105238,0.04213754,0.1625511,-0.006948341,0.9857755,0.3198923,-0.08533522,0.9436031,0.3268521,-0.08543914,0,,
1178.513,131,2.226496e-05,0.04438266,0.1655933,-0.007460128,0.9851667,0.3256118,-0.08991933,0.9412181,0.3330598,-0.09004094,0,,
1178.543,132,2.752651e-06,0.04464136,0.1842269,-0.008376307,0.9818337,0.3610126,-0.09074706,0.9281352,0.3709579,-0.09087207,0,,
1178.571,133,3.953487e-07,0.01473031,0.3052085,-0.004721703,0.9521599,0.5810754,-0.03093343,0.8132616,0.6203914,-0.03093837,0,,
1178.611,134,6.550332e-08,0.000634502,0.3525938,-0.0002390758,0.9357762,0.6598974,-0.001356097,0.7513545,0.720683,-0.001356097,0,,
1178.64,135,1.241996e-08,0.001332653,0.377656,-0.000543536,0.9259449,0.6993758,-0.002878466,0.7147484,0.7745278,-0.00287847,0,,
1178.668,136,1.241996e-08,0.002590813,0.3842095,-0.001078174,0.9232417,0.7094308,-0.005612383,0.7047528,0.7887061,-0.005612412,0,,
1178.71,137,6.456915e-10,0.004473236,0.3793918,-0.00183427,0.9252235,0.7020282,-0.009669301,0.7120836,0.7782875,-0.009669451,0,,
1178.739,138,1.736263e-10,0.006373814,0.3798557,-0.002617381,0.9250202,0.7027149,-0.01378027,0.7113381,0.7793,-0.0137807,0,,
1178.78,139,5.141077e-11,0.00783764,0.3788525,-0.003208613,0.9254183,0.7011437,-0.01693737,0.7128187,0.7771414,-0.01693818,0,,
1178.807,140,1.658316e-11,0.008179552,0.3766915,-0.003326329,0.9262967,0.6978018,-0.01765938,0.7160732,0.772476,-0.0176603,0,,
1178.835,141,1.658316e-11,0.006863656,0.3898306,-0.002905625,0.9208564,0.7179163,-0.01490629,0.6959699,0.8009189,-0.01490684,0,,
1178.878,142,2.137244e-12,0.008758099,0.4038475,-0.00386645,0.9147762,0.7387925,-0.01914631,0.6736609,0.8314779,-0.01914748,0,,
1178.906,143,8.359274e-13,0.01657144,0.4712451,-0.008855966,0.8818022,0.8307964,-0.03757213,0.5553069,0.9815925,-0.03758097,0,,
1178.946,144,3.41186e-13,0.0172164,0.4811591,-0.009451969,0.8764133,0.8430631,-0.03927317,0.536379,1.004165,-0.03928327,0,,
1178.974,145,1.436716e-13,0.01750438,0.4814695,-0.009618222,0.8762352,0.8434244,-0.03993767,0.5357614,1.00488,-0.0399483,0,,
1179.001,146,6.162184e-14,0.01858935,0.4819841,-0.01022895,0.875923,0.8439816,-0.04242606,0.5346916,1.006083,-0.0424388,0,,
1179.044,147,2.649443e-14,0.01917108,0.4774166,-0.01041954,0.8784061,0.8383318,-0.04362891,0.5434116,0.9956833,-0.04364276,0,,
1179.073,148,1.11556e-14,0.02097614,0.4855537,-0.011655,0.8738774,0.8481399,-0.04797941,0.5275952,1.014313,-0.04799784,0,,
1179.113,149,4.412269e-15,0.03079621,0.5245726,-0.01899238,0.8505965,0.8912295,-0.07231607,0.4477503,1.105234,-0.07237925,0,,
1179.141,150,1.477615e-15,0.03248241,0.5330482,-0.02048559,0.8452129,0.8997476,-0.07674873,0.4296091,1.125329,-0.07682428,0,,
1179.17,151,1.477615e-15,0.03350542,0.5318332,-0.02106489,0.8459238,0.8983692,-0.07909209,0.4320616,1.122513,-0.07917478,0,,
1179.211,152,0.0,0.03384659,0.5334883,-0.0213725,0.8448597,0.8999988,-0.07999521,0.4284892,1.126451,-0.08008077,0,,
1179.24,153,4.235165e-22,0.03352926,0.5355327,-0.02128549,0.8435801,0.9021022,-0.07936738,0.424161,1.131278,-0.07945094,0,,
1179.28,154,0.0,0.03436732,0.5451857,-0.02237706,0.8373116,0.9114426,-0.08195162,0.4031827,1.154317,-0.08204363,0,,
1179.309,155,0.01011156,0.03956103,0.6115835,-0.03064209,0.789596,0.9633832,-0.09995485,0.2488012,1.318061,-0.100122,0,,
1179.338,156,0.01011156,0.03571529,0.6794778,-0.03314921,0.7320762,0.9924912,-0.09734093,0.07406884,1.496305,-0.09749532,0,,
1179.378,157,0.003630063,0.0348624,0.6959864,-0.03386863,0.716408,0.994859,-0.09709562,0.0287751,1.54188,-0.09724883,0,,
1179.407,158,0.002260023,0.03636784,0.691731,-0.03492089,0.7203931,0.9940965,-0.10071,0.04037124,1.530208,-0.100881,0,,
1179.447,159,0.001436059,0.03714961,0.6918654,-0.03568871,0.7201864,0.9938926,-0.1028929,0.03988427,1.530689,-0.1030753,0,,
1179.475,160,0.0009283188,0.0360179,0.6933971,-0.03474425,0.7188157,0.9943466,-0.09996358,0.0358063,1.534802,-0.1001308,0,,
1179.503,161,0.0009283188,0.03554991,0.6929175,-0.0342448,0.7193254,0.9944314,-0.09860155,0.03720319,1.533402,-0.09876203,0,,
1179.545,162,0.000404162,0.0364317,0.6929557,-0.03510212,0.7192031,0.994194,-0.101052,0.03697032,1.533627,-0.1012248,0,,
1179.573,163,0.0002710101,0.0376921,0.7085534,-0.03795601,0.7036269,0.9942531,-0.1068301,-0.006937146,1.577774,-0.1070343,0,,
1179.614,164,0.0001832747,0.03608733,0.7447218,-0.04040307,0.6651728,0.9878212,-0.1081867,-0.1118256,1.683521,-0.1083989,0,,
1179.642,165,0.0001248147,0.03379925,0.7738102,-0.04143856,0.6311563,0.9739891,-0.1067964,-0.1998492,1.773174,-0.1070004,0,,
1179.671,166,8.550182e-05,0.03208297,0.7890685,-0.04136065,0.612071,0.9632779,-0.1045469,-0.2473168,1.822113,-0.1047383,0,,
1179.712,167,5.885588e-05,0.03426753,0.7881144,-0.04405715,0.6129931,0.9631978,-0.1114557,-0.2445971,1.819482,-0.1116877,0,,
1179.741,168,4.067948e-05,0.03657532,0.7872071,-0.04690732,0.6138135,0.9629654,-0.1187524,-0.2420654,1.817069,-0.1190333,0,,
1179.781,169,2.820963e-05,0.03461631,0.791648,-0.04504779,0.6083303,0.9600483,-0.1134403,-0.2558098,1.831201,-0.113685,0,,
1179.81,170,1.961712e-05,0.03426692,0.8070752,-0.0470683,0.5875713,0.9452026,-0.1162438,-0.3050892,1.883016,-0.1165072,0,,
1179.839,171,1.367334e-05,0.03010087,0.8579028,-0.05059206,0.5104284,0.8727502,-0.1175348,-0.4738066,2.068164,-0.1178071,0,,
1179.88,172,9.548251e-06,0.029398,0.8708412,-0.05247494,0.4878707,0.8466305,-0.1200795,-0.5184573,2.120267,-0.12037,0,,
1179.908,173,6.678875e-06,0.02942668,0.871488,-0.05269278,0.4866891,0.8451863,-0.1204855,-0.5207146,2.122967,-0.120779,0,,
1179.948,174,4.677322e-06,0.02960451,0.8724555,-0.0532682,0.4848788,0.8429164,-0.1216575,-0.5241102,2.127078,-0.1219596,0,,
1179.977,175,3.279627e-06,0.02686591,0.8728639,-0.04836939,0.4848167,0.843759,-0.1104899,-0.5252265,2.127584,-0.1107159,0,,
