time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
660.9153,223,0.1895662,-0.07607999,-0.04747976,-0.9777639,0.1307754,0.3779265,0.916553
660.9568,224,0.1781254,-0.07156636,-0.04472955,-0.980382,0.1243898,0.3556642,0.9262992
660.9861,225,0.1702667,-0.06819409,-0.0423821,-0.9821215,0.1195173,0.3402256,0.9327176
661.0131,226,0.1623799,-0.06464782,-0.04062397,-0.9837699,0.1140041,0.3247414,0.9389068
661.0556,227,0.1519602,-0.05894889,-0.03929137,-0.9858445,0.1042874,0.3042507,0.9468662
661.0836,228,0.1461165,-0.05451973,-0.03785095,-0.9870384,0.09656484,0.2925723,0.9513552
661.1239,229,0.1388912,-0.04729403,-0.03643554,-0.9885065,0.08337975,0.2780361,0.956945
661.1544,230,0.1349311,-0.0419348,-0.0356541,-0.9893249,0.07335259,0.2699717,0.9600701
661.1951,231,0.1300932,-0.032306,-0.03421861,-0.9903843,0.0550875,0.2598954,0.9640642
661.2217,232,0.1278409,-0.02476921,-0.03382897,-0.990908,0.04043857,0.255033,0.9660864
661.2497,233,0.126281,-0.01686265,-0.03327588,-0.9912929,0.02502742,0.2514852,0.9675375
661.2922,234,0.1245842,-0.004664276,-0.03332443,-0.9916384,0.0009471541,0.2473959,0.968914
661.3192,235,0.1240792,0.003253601,-0.03360077,-0.9916979,-0.0147915,0.2458796,0.9691875
661.3486,236,0.1235759,0.01024633,-0.03394042,-0.9917017,-0.02871104,0.2444052,0.9692481
661.3887,237,0.1224227,0.01990555,-0.03518562,-0.9916545,-0.04809389,0.2414012,0.9692329
661.419,238,0.1212762,0.02562546,-0.03482314,-0.9916767,-0.05927078,0.2387488,0.9692708
661.4594,239,0.1206187,0.03336865,-0.03612076,-0.9914802,-0.0748824,0.2367716,0.9686753
661.4875,240,0.1204905,0.03831006,-0.03583212,-0.9913276,-0.08459049,0.2361456,0.9680288
661.5157,241,0.1199789,0.04299783,-0.03525887,-0.991218,-0.09370108,0.2348184,0.9675125
661.5568,242,0.1196215,0.04966012,-0.03633457,-0.9909109,-0.1071103,0.2334598,0.9664491
661.5847,243,0.1194201,0.05380933,-0.03645764,-0.990714,-0.1153269,0.2326988,0.9656868
661.6132,244,0.1190753,0.05629393,-0.03641665,-0.990619,-0.1202043,0.2318165,0.9653041
661.6542,245,0.1180385,0.05750471,-0.04001088,-0.9905349,-0.1233665,0.2292409,0.9655203
661.6827,246,0.1168705,0.05798456,-0.04222302,-0.9905536,-0.1247429,0.2266364,0.9659582
661.724,247,0.1142126,0.05892878,-0.04417664,-0.9907227,-0.1268552,0.2210995,0.9669658
661.7518,248,0.1122809,0.0597943,-0.04528711,-0.9908414,-0.1286631,0.2170894,0.9676353
661.7803,249,0.1104866,0.06140471,-0.0461434,-0.9909052,-0.131889,0.2132967,0.9680443
661.8218,250,0.1074034,0.06435984,-0.04642062,-0.9910437,-0.1375383,0.2069077,0.9686446
661.8494,251,0.1052404,0.0665169,-0.04642804,-0.991133,-0.1416264,0.202438,0.9689999
661.8919,252,0.1020313,0.07035519,-0.04650529,-0.9911998,-0.1489621,0.1957231,0.9692795
661.9195,253,0.09949128,0.07287772,-0.04619942,-0.99129,-0.1536788,0.1905156,0.9695807
661.9472,254,0.09676627,0.07518049,-0.04582882,-0.991405,-0.157938,0.1849783,0.9699684
661.9885,255,0.09340925,0.07855378,-0.045222,-0.9914933,-0.1642194,0.1781246,0.970208
662.0165,256,0.09118626,0.08072752,-0.04475718,-0.9915468,-0.1682527,0.1736046,0.9703363
662.0582,257,0.08902083,0.08360832,-0.04382619,-0.9915464,-0.1736059,0.1692081,0.9701699
662.0861,258,0.0890322,0.08577684,-0.04318001,-0.9913885,-0.1777652,0.1691233,0.9694312
662.1144,259,0.08963344,0.08805323,-0.04197703,-0.9911864,-0.1820794,0.1702945,0.968425
662.1538,260,0.09112051,0.09146976,-0.03979964,-0.9908312,-0.1885153,0.1732892,0.9666607
662.1837,261,0.09235218,0.09444934,-0.0381047,-0.9905042,-0.194143,0.1757525,0.9651008
662.224,262,0.09386422,0.09890677,-0.03517229,-0.9900354,-0.2024452,0.1789002,0.9628139
662.2517,263,0.09473923,0.1017388,-0.03365602,-0.9897177,-0.2077625,0.1806819,0.9613474
662.2797,264,0.09580027,0.1047589,-0.03246232,-0.9893402,-0.2135042,0.1827567,0.9596958
662.3225,265,0.09738681,0.1088763,-0.03039793,-0.9888062,-0.2212359,0.1859742,0.9573235
662.3495,266,0.09922846,0.1114956,-0.02859955,-0.9883848,-0.2260768,0.1897744,0.9554449
662.3901,267,0.1034318,0.116261,-0.02544215,-0.9874907,-0.2348763,0.1983599,0.9515705
662.4185,268,0.1064047,0.1196997,-0.02316077,-0.9868199,-0.2411728,0.20446,0.9487001
662.4467,269,0.1101981,0.1237163,-0.01945872,-0.9859878,-0.2482542,0.2124933,0.9451013
662.4886,270,0.1164549,0.1303369,-0.01368755,-0.9845117,-0.2598244,0.2257345,0.9389011
662.5163,271,0.1200183,0.1344385,-0.01040713,-0.9835718,-0.266958,0.233295,0.9350438
662.558,272,0.123395,0.1401985,-0.006363946,-0.9823837,-0.2770281,0.2406581,0.9302361
